,Unnamed: 0,file,video,start,end,dur,activity,person_ID,inside,outside,pose,gaze
2392,2392,2019_0609_170354_128B.MP4_143_144_ID_4,2019_0609_170354_128B.MP4,143,144,1,checking mirror driver,4,2019_0609_170354_128B.MP4_143_144_ID_4,2019_0609_170354_127A.MP4_143_144_ID_4,2019_0609_170354_128B.MP4_143_144_ID_4_pose,2019_0609_170354_128B.MP4_143_144_ID_4_gaze
2393,2393,2019_0609_170354_128B.MP4_158_159_ID_4,2019_0609_170354_128B.MP4,158,159,1,checking mirror middle,4,2019_0609_170354_128B.MP4_158_159_ID_4,2019_0609_170354_127A.MP4_158_159_ID_4,2019_0609_170354_128B.MP4_158_159_ID_4_pose,2019_0609_170354_128B.MP4_158_159_ID_4_gaze
2394,2394,2019_0609_170354_128B.MP4_170_171_ID_4,2019_0609_170354_128B.MP4,170,171,1,checking speed stack,4,2019_0609_170354_128B.MP4_170_171_ID_4,2019_0609_170354_127A.MP4_170_171_ID_4,2019_0609_170354_128B.MP4_170_171_ID_4_pose,2019_0609_170354_128B.MP4_170_171_ID_4_gaze
2395,2395,2019_0609_170354_128B.MP4_178_180_ID_4,2019_0609_170354_128B.MP4,178,180,2,checking mirror driver,4,2019_0609_170354_128B.MP4_178_180_ID_4,2019_0609_170354_127A.MP4_178_180_ID_4,2019_0609_170354_128B.MP4_178_180_ID_4_pose,2019_0609_170354_128B.MP4_178_180_ID_4_gaze
2396,2396,2019_0609_170354_128B.MP4_188_189_ID_4,2019_0609_170354_128B.MP4,188,189,1,checking speed stack,4,2019_0609_170354_128B.MP4_188_189_ID_4,2019_0609_170354_127A.MP4_188_189_ID_4,2019_0609_170354_128B.MP4_188_189_ID_4_pose,2019_0609_170354_128B.MP4_188_189_ID_4_gaze
2397,2397,2019_0609_170354_128B.MP4_194_195_ID_4,2019_0609_170354_128B.MP4,194,195,1,checking mirror middle,4,2019_0609_170354_128B.MP4_194_195_ID_4,2019_0609_170354_127A.MP4_194_195_ID_4,2019_0609_170354_128B.MP4_194_195_ID_4_pose,2019_0609_170354_128B.MP4_194_195_ID_4_gaze
2398,2398,2019_0609_170354_128B.MP4_195_196_ID_4,2019_0609_170354_128B.MP4,195,196,1,checking speed stack,4,2019_0609_170354_128B.MP4_195_196_ID_4,2019_0609_170354_127A.MP4_195_196_ID_4,2019_0609_170354_128B.MP4_195_196_ID_4_pose,2019_0609_170354_128B.MP4_195_196_ID_4_gaze
2399,2399,2019_0609_170354_128B.MP4_204_205_ID_4,2019_0609_170354_128B.MP4,204,205,1,checking speed stack,4,2019_0609_170354_128B.MP4_204_205_ID_4,2019_0609_170354_127A.MP4_204_205_ID_4,2019_0609_170354_128B.MP4_204_205_ID_4_pose,2019_0609_170354_128B.MP4_204_205_ID_4_gaze
2400,2400,2019_0609_170354_128B.MP4_207_208_ID_4,2019_0609_170354_128B.MP4,207,208,1,checking mirror middle,4,2019_0609_170354_128B.MP4_207_208_ID_4,2019_0609_170354_127A.MP4_207_208_ID_4,2019_0609_170354_128B.MP4_207_208_ID_4_pose,2019_0609_170354_128B.MP4_207_208_ID_4_gaze
2401,2401,2019_0609_170354_128B.MP4_212_213_ID_4,2019_0609_170354_128B.MP4,212,213,1,checking mirror middle,4,2019_0609_170354_128B.MP4_212_213_ID_4,2019_0609_170354_127A.MP4_212_213_ID_4,2019_0609_170354_128B.MP4_212_213_ID_4_pose,2019_0609_170354_128B.MP4_212_213_ID_4_gaze
2402,2402,2019_0609_170354_128B.MP4_220_221_ID_4,2019_0609_170354_128B.MP4,220,221,1,checking speed stack,4,2019_0609_170354_128B.MP4_220_221_ID_4,2019_0609_170354_127A.MP4_220_221_ID_4,2019_0609_170354_128B.MP4_220_221_ID_4_pose,2019_0609_170354_128B.MP4_220_221_ID_4_gaze
2403,2403,2019_0609_170354_128B.MP4_221_222_ID_4,2019_0609_170354_128B.MP4,221,222,1,checking mirror middle,4,2019_0609_170354_128B.MP4_221_222_ID_4,2019_0609_170354_127A.MP4_221_222_ID_4,2019_0609_170354_128B.MP4_221_222_ID_4_pose,2019_0609_170354_128B.MP4_221_222_ID_4_gaze
2404,2404,2019_0609_170354_128B.MP4_227_228_ID_4,2019_0609_170354_128B.MP4,227,228,1,checking mirror middle,4,2019_0609_170354_128B.MP4_227_228_ID_4,2019_0609_170354_127A.MP4_227_228_ID_4,2019_0609_170354_128B.MP4_227_228_ID_4_pose,2019_0609_170354_128B.MP4_227_228_ID_4_gaze
2405,2405,2019_0609_170354_128B.MP4_236_237_ID_4,2019_0609_170354_128B.MP4,236,237,1,checking mirror middle,4,2019_0609_170354_128B.MP4_236_237_ID_4,2019_0609_170354_127A.MP4_236_237_ID_4,2019_0609_170354_128B.MP4_236_237_ID_4_pose,2019_0609_170354_128B.MP4_236_237_ID_4_gaze
2406,2406,2019_0609_170354_128B.MP4_255_259_ID_4,2019_0609_170354_128B.MP4,255,259,4,looking at watch,4,2019_0609_170354_128B.MP4_255_257_ID_4,2019_0609_170354_127A.MP4_255_257_ID_4,2019_0609_170354_128B.MP4_255_257_ID_4_pose,2019_0609_170354_128B.MP4_255_257_ID_4_gaze
2407,2407,2019_0609_170354_128B.MP4_255_259_ID_4,2019_0609_170354_128B.MP4,255,259,4,looking at watch,4,2019_0609_170354_128B.MP4_257_259_ID_4,2019_0609_170354_127A.MP4_257_259_ID_4,2019_0609_170354_128B.MP4_257_259_ID_4_pose,2019_0609_170354_128B.MP4_257_259_ID_4_gaze
2408,2408,2019_0609_170354_128B.MP4_248_249_ID_4,2019_0609_170354_128B.MP4,248,249,1,checking mirror middle,4,2019_0609_170354_128B.MP4_248_249_ID_4,2019_0609_170354_127A.MP4_248_249_ID_4,2019_0609_170354_128B.MP4_248_249_ID_4_pose,2019_0609_170354_128B.MP4_248_249_ID_4_gaze
2409,2409,2019_0609_170354_128B.MP4_288_289_ID_4,2019_0609_170354_128B.MP4,288,289,1,checking mirror driver,4,2019_0609_170354_128B.MP4_288_289_ID_4,2019_0609_170354_127A.MP4_288_289_ID_4,2019_0609_170354_128B.MP4_288_289_ID_4_pose,2019_0609_170354_128B.MP4_288_289_ID_4_gaze
2410,2410,2019_0609_170354_128B.MP4_293_294_ID_4,2019_0609_170354_128B.MP4,293,294,1,checking mirror passenger,4,2019_0609_170354_128B.MP4_293_294_ID_4,2019_0609_170354_127A.MP4_293_294_ID_4,2019_0609_170354_128B.MP4_293_294_ID_4_pose,2019_0609_170354_128B.MP4_293_294_ID_4_gaze
2411,2411,2019_0609_170354_128B.MP4_295_296_ID_4,2019_0609_170354_128B.MP4,295,296,1,checking mirror passenger,4,2019_0609_170354_128B.MP4_295_296_ID_4,2019_0609_170354_127A.MP4_295_296_ID_4,2019_0609_170354_128B.MP4_295_296_ID_4_pose,2019_0609_170354_128B.MP4_295_296_ID_4_gaze
2412,2412,2019_0611_103459_258B.MP4_1_2_ID_4,2019_0611_103459_258B.MP4,1,2,1,checking speed stack,4,2019_0611_103459_258B.MP4_1_2_ID_4,2019_0611_103459_257A.MP4_1_2_ID_4,2019_0611_103459_258B.MP4_1_2_ID_4_pose,2019_0611_103459_258B.MP4_1_2_ID_4_gaze
2413,2413,2019_0611_103459_258B.MP4_4_5_ID_4,2019_0611_103459_258B.MP4,4,5,1,checking speed stack,4,2019_0611_103459_258B.MP4_4_5_ID_4,2019_0611_103459_257A.MP4_4_5_ID_4,2019_0611_103459_258B.MP4_4_5_ID_4_pose,2019_0611_103459_258B.MP4_4_5_ID_4_gaze
2414,2414,2019_0611_103459_258B.MP4_5_6_ID_4,2019_0611_103459_258B.MP4,5,6,1,checking mirror middle,4,2019_0611_103459_258B.MP4_5_6_ID_4,2019_0611_103459_257A.MP4_5_6_ID_4,2019_0611_103459_258B.MP4_5_6_ID_4_pose,2019_0611_103459_258B.MP4_5_6_ID_4_gaze
2415,2415,2019_0611_103459_258B.MP4_12_14_ID_4,2019_0611_103459_258B.MP4,12,14,2,checking speed stack,4,2019_0611_103459_258B.MP4_12_14_ID_4,2019_0611_103459_257A.MP4_12_14_ID_4,2019_0611_103459_258B.MP4_12_14_ID_4_pose,2019_0611_103459_258B.MP4_12_14_ID_4_gaze
2416,2416,2019_0611_103459_258B.MP4_22_23_ID_4,2019_0611_103459_258B.MP4,22,23,1,checking mirror passenger,4,2019_0611_103459_258B.MP4_22_23_ID_4,2019_0611_103459_257A.MP4_22_23_ID_4,2019_0611_103459_258B.MP4_22_23_ID_4_pose,2019_0611_103459_258B.MP4_22_23_ID_4_gaze
2417,2417,2019_0611_103459_258B.MP4_26_27_ID_4,2019_0611_103459_258B.MP4,26,27,1,checking mirror middle,4,2019_0611_103459_258B.MP4_26_27_ID_4,2019_0611_103459_257A.MP4_26_27_ID_4,2019_0611_103459_258B.MP4_26_27_ID_4_pose,2019_0611_103459_258B.MP4_26_27_ID_4_gaze
2418,2418,2019_0611_103459_258B.MP4_30_31_ID_4,2019_0611_103459_258B.MP4,30,31,1,checking mirror passenger,4,2019_0611_103459_258B.MP4_30_31_ID_4,2019_0611_103459_257A.MP4_30_31_ID_4,2019_0611_103459_258B.MP4_30_31_ID_4_pose,2019_0611_103459_258B.MP4_30_31_ID_4_gaze
2419,2419,2019_0611_103459_258B.MP4_45_46_ID_4,2019_0611_103459_258B.MP4,45,46,1,checking mirror passenger,4,2019_0611_103459_258B.MP4_45_46_ID_4,2019_0611_103459_257A.MP4_45_46_ID_4,2019_0611_103459_258B.MP4_45_46_ID_4_pose,2019_0611_103459_258B.MP4_45_46_ID_4_gaze
2420,2420,2019_0611_103459_258B.MP4_47_48_ID_4,2019_0611_103459_258B.MP4,47,48,1,checking speed stack,4,2019_0611_103459_258B.MP4_47_48_ID_4,2019_0611_103459_257A.MP4_47_48_ID_4,2019_0611_103459_258B.MP4_47_48_ID_4_pose,2019_0611_103459_258B.MP4_47_48_ID_4_gaze
2421,2421,2019_0611_103459_258B.MP4_55_56_ID_4,2019_0611_103459_258B.MP4,55,56,1,checking mirror middle,4,2019_0611_103459_258B.MP4_55_56_ID_4,2019_0611_103459_257A.MP4_55_56_ID_4,2019_0611_103459_258B.MP4_55_56_ID_4_pose,2019_0611_103459_258B.MP4_55_56_ID_4_gaze
2422,2422,2019_0611_103459_258B.MP4_60_61_ID_4,2019_0611_103459_258B.MP4,60,61,1,checking mirror driver,4,2019_0611_103459_258B.MP4_60_61_ID_4,2019_0611_103459_257A.MP4_60_61_ID_4,2019_0611_103459_258B.MP4_60_61_ID_4_pose,2019_0611_103459_258B.MP4_60_61_ID_4_gaze
2423,2423,2019_0611_103459_258B.MP4_60_61_ID_4,2019_0611_103459_258B.MP4,60,61,1,checking mirror middle,4,2019_0611_103459_258B.MP4_60_61_ID_4,2019_0611_103459_257A.MP4_60_61_ID_4,2019_0611_103459_258B.MP4_60_61_ID_4_pose,2019_0611_103459_258B.MP4_60_61_ID_4_gaze
2424,2424,2019_0611_103459_258B.MP4_67_68_ID_4,2019_0611_103459_258B.MP4,67,68,1,checking mirror driver,4,2019_0611_103459_258B.MP4_67_68_ID_4,2019_0611_103459_257A.MP4_67_68_ID_4,2019_0611_103459_258B.MP4_67_68_ID_4_pose,2019_0611_103459_258B.MP4_67_68_ID_4_gaze
2425,2425,2019_0611_103459_258B.MP4_83_84_ID_4,2019_0611_103459_258B.MP4,83,84,1,checking speed stack,4,2019_0611_103459_258B.MP4_83_84_ID_4,2019_0611_103459_257A.MP4_83_84_ID_4,2019_0611_103459_258B.MP4_83_84_ID_4_pose,2019_0611_103459_258B.MP4_83_84_ID_4_gaze
2426,2426,2019_0611_103459_258B.MP4_84_85_ID_4,2019_0611_103459_258B.MP4,84,85,1,checking mirror driver,4,2019_0611_103459_258B.MP4_84_85_ID_4,2019_0611_103459_257A.MP4_84_85_ID_4,2019_0611_103459_258B.MP4_84_85_ID_4_pose,2019_0611_103459_258B.MP4_84_85_ID_4_gaze
2427,2427,2019_0611_103459_258B.MP4_98_99_ID_4,2019_0611_103459_258B.MP4,98,99,1,checking mirror driver,4,2019_0611_103459_258B.MP4_98_99_ID_4,2019_0611_103459_257A.MP4_98_99_ID_4,2019_0611_103459_258B.MP4_98_99_ID_4_pose,2019_0611_103459_258B.MP4_98_99_ID_4_gaze
2428,2428,2019_0611_103459_258B.MP4_121_122_ID_4,2019_0611_103459_258B.MP4,121,122,1,checking mirror passenger,4,2019_0611_103459_258B.MP4_121_122_ID_4,2019_0611_103459_257A.MP4_121_122_ID_4,2019_0611_103459_258B.MP4_121_122_ID_4_pose,2019_0611_103459_258B.MP4_121_122_ID_4_gaze
2429,2429,2019_0611_103459_258B.MP4_125_126_ID_4,2019_0611_103459_258B.MP4,125,126,1,checking speed stack,4,2019_0611_103459_258B.MP4_125_126_ID_4,2019_0611_103459_257A.MP4_125_126_ID_4,2019_0611_103459_258B.MP4_125_126_ID_4_pose,2019_0611_103459_258B.MP4_125_126_ID_4_gaze
2430,2430,2019_0611_103459_258B.MP4_134_135_ID_4,2019_0611_103459_258B.MP4,134,135,1,checking speed stack,4,2019_0611_103459_258B.MP4_134_135_ID_4,2019_0611_103459_257A.MP4_134_135_ID_4,2019_0611_103459_258B.MP4_134_135_ID_4_pose,2019_0611_103459_258B.MP4_134_135_ID_4_gaze
2431,2431,2019_0611_103459_258B.MP4_139_140_ID_4,2019_0611_103459_258B.MP4,139,140,1,checking mirror middle,4,2019_0611_103459_258B.MP4_139_140_ID_4,2019_0611_103459_257A.MP4_139_140_ID_4,2019_0611_103459_258B.MP4_139_140_ID_4_pose,2019_0611_103459_258B.MP4_139_140_ID_4_gaze
2432,2432,2019_0611_103459_258B.MP4_152_153_ID_4,2019_0611_103459_258B.MP4,152,153,1,checking mirror passenger,4,2019_0611_103459_258B.MP4_152_153_ID_4,2019_0611_103459_257A.MP4_152_153_ID_4,2019_0611_103459_258B.MP4_152_153_ID_4_pose,2019_0611_103459_258B.MP4_152_153_ID_4_gaze
2433,2433,2019_0611_103459_258B.MP4_153_155_ID_4,2019_0611_103459_258B.MP4,153,155,2,checking mirror driver,4,2019_0611_103459_258B.MP4_153_155_ID_4,2019_0611_103459_257A.MP4_153_155_ID_4,2019_0611_103459_258B.MP4_153_155_ID_4_pose,2019_0611_103459_258B.MP4_153_155_ID_4_gaze
2434,2434,2019_0611_103459_258B.MP4_156_157_ID_4,2019_0611_103459_258B.MP4,156,157,1,checking mirror driver,4,2019_0611_103459_258B.MP4_156_157_ID_4,2019_0611_103459_257A.MP4_156_157_ID_4,2019_0611_103459_258B.MP4_156_157_ID_4_pose,2019_0611_103459_258B.MP4_156_157_ID_4_gaze
2435,2435,2019_0611_103459_258B.MP4_184_185_ID_4,2019_0611_103459_258B.MP4,184,185,1,checking speed stack,4,2019_0611_103459_258B.MP4_184_185_ID_4,2019_0611_103459_257A.MP4_184_185_ID_4,2019_0611_103459_258B.MP4_184_185_ID_4_pose,2019_0611_103459_258B.MP4_184_185_ID_4_gaze
2436,2436,2019_0611_103459_258B.MP4_186_187_ID_4,2019_0611_103459_258B.MP4,186,187,1,checking mirror middle,4,2019_0611_103459_258B.MP4_186_187_ID_4,2019_0611_103459_257A.MP4_186_187_ID_4,2019_0611_103459_258B.MP4_186_187_ID_4_pose,2019_0611_103459_258B.MP4_186_187_ID_4_gaze
2437,2437,2019_0611_103459_258B.MP4_190_191_ID_4,2019_0611_103459_258B.MP4,190,191,1,checking mirror middle,4,2019_0611_103459_258B.MP4_190_191_ID_4,2019_0611_103459_257A.MP4_190_191_ID_4,2019_0611_103459_258B.MP4_190_191_ID_4_pose,2019_0611_103459_258B.MP4_190_191_ID_4_gaze
2438,2438,2019_0611_103459_258B.MP4_198_199_ID_4,2019_0611_103459_258B.MP4,198,199,1,checking mirror passenger,4,2019_0611_103459_258B.MP4_198_199_ID_4,2019_0611_103459_257A.MP4_198_199_ID_4,2019_0611_103459_258B.MP4_198_199_ID_4_pose,2019_0611_103459_258B.MP4_198_199_ID_4_gaze
2439,2439,2019_0611_103459_258B.MP4_282_283_ID_4,2019_0611_103459_258B.MP4,282,283,1,checking mirror driver,4,2019_0611_103459_258B.MP4_282_283_ID_4,2019_0611_103459_257A.MP4_282_283_ID_4,2019_0611_103459_258B.MP4_282_283_ID_4_pose,2019_0611_103459_258B.MP4_282_283_ID_4_gaze
2440,2440,2019_0611_165453_270B.MP4_59_60_ID_4,2019_0611_165453_270B.MP4,59,60,1,checking mirror middle,4,2019_0611_165453_270B.MP4_59_60_ID_4,2019_0611_165453_269A.MP4_59_60_ID_4,2019_0611_165453_270B.MP4_59_60_ID_4_pose,2019_0611_165453_270B.MP4_59_60_ID_4_gaze
2441,2441,2019_0611_165453_270B.MP4_82_83_ID_4,2019_0611_165453_270B.MP4,82,83,1,checking mirror driver,4,2019_0611_165453_270B.MP4_82_83_ID_4,2019_0611_165453_269A.MP4_82_83_ID_4,2019_0611_165453_270B.MP4_82_83_ID_4_pose,2019_0611_165453_270B.MP4_82_83_ID_4_gaze
2442,2442,2019_0611_165453_270B.MP4_89_90_ID_4,2019_0611_165453_270B.MP4,89,90,1,checking mirror passenger,4,2019_0611_165453_270B.MP4_89_90_ID_4,2019_0611_165453_269A.MP4_89_90_ID_4,2019_0611_165453_270B.MP4_89_90_ID_4_pose,2019_0611_165453_270B.MP4_89_90_ID_4_gaze
2443,2443,2019_0611_165453_270B.MP4_99_100_ID_4,2019_0611_165453_270B.MP4,99,100,1,checking mirror middle,4,2019_0611_165453_270B.MP4_99_100_ID_4,2019_0611_165453_269A.MP4_99_100_ID_4,2019_0611_165453_270B.MP4_99_100_ID_4_pose,2019_0611_165453_270B.MP4_99_100_ID_4_gaze
2444,2444,2019_0611_165453_270B.MP4_101_103_ID_4,2019_0611_165453_270B.MP4,101,103,2,checking mirror driver,4,2019_0611_165453_270B.MP4_101_103_ID_4,2019_0611_165453_269A.MP4_101_103_ID_4,2019_0611_165453_270B.MP4_101_103_ID_4_pose,2019_0611_165453_270B.MP4_101_103_ID_4_gaze
2445,2445,2019_0611_165453_270B.MP4_105_106_ID_4,2019_0611_165453_270B.MP4,105,106,1,checking speed stack,4,2019_0611_165453_270B.MP4_105_106_ID_4,2019_0611_165453_269A.MP4_105_106_ID_4,2019_0611_165453_270B.MP4_105_106_ID_4_pose,2019_0611_165453_270B.MP4_105_106_ID_4_gaze
2446,2446,2019_0611_165453_270B.MP4_108_109_ID_4,2019_0611_165453_270B.MP4,108,109,1,checking mirror middle,4,2019_0611_165453_270B.MP4_108_109_ID_4,2019_0611_165453_269A.MP4_108_109_ID_4,2019_0611_165453_270B.MP4_108_109_ID_4_pose,2019_0611_165453_270B.MP4_108_109_ID_4_gaze
2447,2447,2019_0611_165453_270B.MP4_127_128_ID_4,2019_0611_165453_270B.MP4,127,128,1,checking mirror middle,4,2019_0611_165453_270B.MP4_127_128_ID_4,2019_0611_165453_269A.MP4_127_128_ID_4,2019_0611_165453_270B.MP4_127_128_ID_4_pose,2019_0611_165453_270B.MP4_127_128_ID_4_gaze
2448,2448,2019_0611_165453_270B.MP4_138_139_ID_4,2019_0611_165453_270B.MP4,138,139,1,checking mirror middle,4,2019_0611_165453_270B.MP4_138_139_ID_4,2019_0611_165453_269A.MP4_138_139_ID_4,2019_0611_165453_270B.MP4_138_139_ID_4_pose,2019_0611_165453_270B.MP4_138_139_ID_4_gaze
2449,2449,2019_0611_165453_270B.MP4_141_142_ID_4,2019_0611_165453_270B.MP4,141,142,1,checking mirror middle,4,2019_0611_165453_270B.MP4_141_142_ID_4,2019_0611_165453_269A.MP4_141_142_ID_4,2019_0611_165453_270B.MP4_141_142_ID_4_pose,2019_0611_165453_270B.MP4_141_142_ID_4_gaze
2450,2450,2019_0611_165453_270B.MP4_145_146_ID_4,2019_0611_165453_270B.MP4,145,146,1,checking mirror passenger,4,2019_0611_165453_270B.MP4_145_146_ID_4,2019_0611_165453_269A.MP4_145_146_ID_4,2019_0611_165453_270B.MP4_145_146_ID_4_pose,2019_0611_165453_270B.MP4_145_146_ID_4_gaze
2451,2451,2019_0611_165453_270B.MP4_149_150_ID_4,2019_0611_165453_270B.MP4,149,150,1,checking mirror middle,4,2019_0611_165453_270B.MP4_149_150_ID_4,2019_0611_165453_269A.MP4_149_150_ID_4,2019_0611_165453_270B.MP4_149_150_ID_4_pose,2019_0611_165453_270B.MP4_149_150_ID_4_gaze
2452,2452,2019_0611_165453_270B.MP4_169_175_ID_4,2019_0611_165453_270B.MP4,169,175,6,checking mirror driver,4,2019_0611_165453_270B.MP4_169_171_ID_4,2019_0611_165453_269A.MP4_169_171_ID_4,2019_0611_165453_270B.MP4_169_171_ID_4_pose,2019_0611_165453_270B.MP4_169_171_ID_4_gaze
2453,2453,2019_0611_165453_270B.MP4_169_175_ID_4,2019_0611_165453_270B.MP4,169,175,6,checking mirror driver,4,2019_0611_165453_270B.MP4_171_173_ID_4,2019_0611_165453_269A.MP4_171_173_ID_4,2019_0611_165453_270B.MP4_171_173_ID_4_pose,2019_0611_165453_270B.MP4_171_173_ID_4_gaze
2454,2454,2019_0611_165453_270B.MP4_169_175_ID_4,2019_0611_165453_270B.MP4,169,175,6,checking mirror driver,4,2019_0611_165453_270B.MP4_173_175_ID_4,2019_0611_165453_269A.MP4_173_175_ID_4,2019_0611_165453_270B.MP4_173_175_ID_4_pose,2019_0611_165453_270B.MP4_173_175_ID_4_gaze
2455,2455,2019_0611_165453_270B.MP4_183_184_ID_4,2019_0611_165453_270B.MP4,183,184,1,checking mirror middle,4,2019_0611_165453_270B.MP4_183_184_ID_4,2019_0611_165453_269A.MP4_183_184_ID_4,2019_0611_165453_270B.MP4_183_184_ID_4_pose,2019_0611_165453_270B.MP4_183_184_ID_4_gaze
2456,2456,2019_0611_165453_270B.MP4_184_185_ID_4,2019_0611_165453_270B.MP4,184,185,1,checking mirror driver,4,2019_0611_165453_270B.MP4_184_185_ID_4,2019_0611_165453_269A.MP4_184_185_ID_4,2019_0611_165453_270B.MP4_184_185_ID_4_pose,2019_0611_165453_270B.MP4_184_185_ID_4_gaze
2457,2457,2019_0611_165453_270B.MP4_238_240_ID_4,2019_0611_165453_270B.MP4,238,240,2,checking mirror driver,4,2019_0611_165453_270B.MP4_238_240_ID_4,2019_0611_165453_269A.MP4_238_240_ID_4,2019_0611_165453_270B.MP4_238_240_ID_4_pose,2019_0611_165453_270B.MP4_238_240_ID_4_gaze
2458,2458,2019_0611_165453_270B.MP4_250_251_ID_4,2019_0611_165453_270B.MP4,250,251,1,checking mirror middle,4,2019_0611_165453_270B.MP4_250_251_ID_4,2019_0611_165453_269A.MP4_250_251_ID_4,2019_0611_165453_270B.MP4_250_251_ID_4_pose,2019_0611_165453_270B.MP4_250_251_ID_4_gaze
2459,2459,2019_0611_165453_270B.MP4_256_257_ID_4,2019_0611_165453_270B.MP4,256,257,1,checking mirror middle,4,2019_0611_165453_270B.MP4_256_257_ID_4,2019_0611_165453_269A.MP4_256_257_ID_4,2019_0611_165453_270B.MP4_256_257_ID_4_pose,2019_0611_165453_270B.MP4_256_257_ID_4_gaze
2460,2460,2019_0611_165453_270B.MP4_276_277_ID_4,2019_0611_165453_270B.MP4,276,277,1,checking mirror middle,4,2019_0611_165453_270B.MP4_276_277_ID_4,2019_0611_165453_269A.MP4_276_277_ID_4,2019_0611_165453_270B.MP4_276_277_ID_4_pose,2019_0611_165453_270B.MP4_276_277_ID_4_gaze
2461,2461,2019_0611_165453_270B.MP4_279_280_ID_4,2019_0611_165453_270B.MP4,279,280,1,checking mirror middle,4,2019_0611_165453_270B.MP4_279_280_ID_4,2019_0611_165453_269A.MP4_279_280_ID_4,2019_0611_165453_270B.MP4_279_280_ID_4_pose,2019_0611_165453_270B.MP4_279_280_ID_4_gaze
2462,2462,2019_0611_165453_270B.MP4_281_282_ID_4,2019_0611_165453_270B.MP4,281,282,1,checking mirror middle,4,2019_0611_165453_270B.MP4_281_282_ID_4,2019_0611_165453_269A.MP4_281_282_ID_4,2019_0611_165453_270B.MP4_281_282_ID_4_pose,2019_0611_165453_270B.MP4_281_282_ID_4_gaze
2463,2463,2019_0611_165453_270B.MP4_283_284_ID_4,2019_0611_165453_270B.MP4,283,284,1,checking mirror passenger,4,2019_0611_165453_270B.MP4_283_284_ID_4,2019_0611_165453_269A.MP4_283_284_ID_4,2019_0611_165453_270B.MP4_283_284_ID_4_pose,2019_0611_165453_270B.MP4_283_284_ID_4_gaze
2464,2464,2019_0611_175453_293B.MP4_14_15_ID_4,2019_0611_175453_293B.MP4,14,15,1,checking speed stack,4,2019_0611_175453_293B.MP4_14_15_ID_4,2019_0611_175453_294A.MP4_14_15_ID_4,2019_0611_175453_293B.MP4_14_15_ID_4_pose,2019_0611_175453_293B.MP4_14_15_ID_4_gaze
2465,2465,2019_0611_175453_293B.MP4_27_28_ID_4,2019_0611_175453_293B.MP4,27,28,1,checking speed stack,4,2019_0611_175453_293B.MP4_27_28_ID_4,2019_0611_175453_294A.MP4_27_28_ID_4,2019_0611_175453_293B.MP4_27_28_ID_4_pose,2019_0611_175453_293B.MP4_27_28_ID_4_gaze
2466,2466,2019_0611_175453_293B.MP4_41_42_ID_4,2019_0611_175453_293B.MP4,41,42,1,checking speed stack,4,2019_0611_175453_293B.MP4_41_42_ID_4,2019_0611_175453_294A.MP4_41_42_ID_4,2019_0611_175453_293B.MP4_41_42_ID_4_pose,2019_0611_175453_293B.MP4_41_42_ID_4_gaze
2467,2467,2019_0611_175453_293B.MP4_48_49_ID_4,2019_0611_175453_293B.MP4,48,49,1,checking mirror passenger,4,2019_0611_175453_293B.MP4_48_49_ID_4,2019_0611_175453_294A.MP4_48_49_ID_4,2019_0611_175453_293B.MP4_48_49_ID_4_pose,2019_0611_175453_293B.MP4_48_49_ID_4_gaze
2468,2468,2019_0611_175453_293B.MP4_63_64_ID_4,2019_0611_175453_293B.MP4,63,64,1,checking speed stack,4,2019_0611_175453_293B.MP4_63_64_ID_4,2019_0611_175453_294A.MP4_63_64_ID_4,2019_0611_175453_293B.MP4_63_64_ID_4_pose,2019_0611_175453_293B.MP4_63_64_ID_4_gaze
2469,2469,2019_0611_175453_293B.MP4_94_95_ID_4,2019_0611_175453_293B.MP4,94,95,1,checking speed stack,4,2019_0611_175453_293B.MP4_94_95_ID_4,2019_0611_175453_294A.MP4_94_95_ID_4,2019_0611_175453_293B.MP4_94_95_ID_4_pose,2019_0611_175453_293B.MP4_94_95_ID_4_gaze
2470,2470,2019_0611_175453_293B.MP4_160_161_ID_4,2019_0611_175453_293B.MP4,160,161,1,checking speed stack,4,2019_0611_175453_293B.MP4_160_161_ID_4,2019_0611_175453_294A.MP4_160_161_ID_4,2019_0611_175453_293B.MP4_160_161_ID_4_pose,2019_0611_175453_293B.MP4_160_161_ID_4_gaze
2471,2471,2019_0611_175453_293B.MP4_197_198_ID_4,2019_0611_175453_293B.MP4,197,198,1,checking mirror middle,4,2019_0611_175453_293B.MP4_197_198_ID_4,2019_0611_175453_294A.MP4_197_198_ID_4,2019_0611_175453_293B.MP4_197_198_ID_4_pose,2019_0611_175453_293B.MP4_197_198_ID_4_gaze
2472,2472,2019_0611_175453_293B.MP4_247_248_ID_4,2019_0611_175453_293B.MP4,247,248,1,checking speed stack,4,2019_0611_175453_293B.MP4_247_248_ID_4,2019_0611_175453_294A.MP4_247_248_ID_4,2019_0611_175453_293B.MP4_247_248_ID_4_pose,2019_0611_175453_293B.MP4_247_248_ID_4_gaze
2473,2473,2019_0611_182953_308B.MP4_3_4_ID_4,2019_0611_182953_308B.MP4,3,4,1,checking mirror driver,4,2019_0611_182953_308B.MP4_3_4_ID_4,2019_0611_182953_307A.MP4_3_4_ID_4,2019_0611_182953_308B.MP4_3_4_ID_4_pose,2019_0611_182953_308B.MP4_3_4_ID_4_gaze
